id,address,enabled,date_added,date_modified,comment,date_updated,number,invalid_domains,status
1,https://raw.githubusercontent.com/StevenBlack/hosts/master/hosts,1,1616510705,1616510705,"Migrated from /etc/pihole/adlists.list",1619108034,79808,0,2
3,https://zerodot1.gitlab.io/CoinBlockerLists/list.txt,1,1597866787,1616537906,"Cryptocurency Miners",1619108048,165574,0,2
4,https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt,1,1597866797,1616537906,"Cryptocurency Miners",1619108049,3553,0,2
5,https://zerodot1.gitlab.io/CoinBlockerLists/list_optional.txt,1,1597866805,1616537906,"Cryptocurency Miners",1619108050,793,0,2
6,https://justdomains.github.io/blocklists/lists/nocoin-justdomains.txt,1,1597866824,1616537906,"Cryptocurency Miners",1619108052,689,0,2
8,https://raw.githubusercontent.com/anudeepND/blacklist/master/CoinMiner.txt,1,1597866850,1616537906,"Cryptocurency Miners",1619108054,5940,0,2
12,https://s3.amazonaws.com/lists.disconnect.me/simple_tracking.txt,1,1597867514,1616537906,DisconTrack,1619108055,34,0,2
13,https://s3.amazonaws.com/lists.disconnect.me/simple_ad.txt,1,1597867529,1616537906,DisconAd,1619108057,2701,0,2
14,https://sysctl.org/cameleon/hosts,1,1597867559,1616537906,"Default Pi List",1619108061,20566,0,2
15,https://v.firebog.net/hosts/Shalla-mal.txt,1,1597871457,1616537906,ShallaList,1619108064,19232,0,2
23,https://v.firebog.net/hosts/Easyprivacy.txt,1,1597965813,1616537906,"Tracking &amp;amp;amp;amp; Telemetry",1619108066,6863,0,2
24,https://v.firebog.net/hosts/Prigent-Ads.txt,1,1597965813,1616537906,Advertising,1619108068,3670,0,2
25,https://gitlab.com/quidsup/notrack-blocklists/raw/master/notrack-blocklist.txt,1,1597965813,1616537906,"Tracking &amp;amp;amp;amp; Telemetry",1619185212,15152,0,1
26,https://raw.githubusercontent.com/FadeMind/hosts.extras/master/add.2o7Net/hosts,1,1597965813,1616537906,"Tracking &amp;amp;amp;amp; Telemetry",1619108074,1286,0,2
27,https://raw.githubusercontent.com/crazy-max/WindowsSpyBlocker/master/data/hosts/spy.txt,1,1597965813,1616537906,"Tracking &amp;amp;amp;amp; Telemetry",1619108075,376,0,2
28,https://hostfiles.frogeye.fr/firstparty-trackers-hosts.txt,1,1597965813,1616537906,"Tracking &amp;amp;amp;amp; Telemetry",1619108083,56977,0,2
30,https://www.github.developerdan.com/hosts/lists/ads-and-tracking-extended.txt,1,1597965813,1616537906,"Tracking &amp;amp;amp;amp; Telemetry",1619108123,340018,0,2
31,https://raw.githubusercontent.com/Perflyst/PiHoleBlocklist/master/android-tracking.txt,1,1597965813,1616537906,"Tracking &amp;amp;amp;amp; Telemetry",1619108125,79,0,2
32,https://raw.githubusercontent.com/Perflyst/PiHoleBlocklist/master/SmartTV.txt,1,1597965813,1616537906,"Tracking &amp;amp;amp;amp; Telemetry",1619108127,226,0,2
33,https://raw.githubusercontent.com/Perflyst/PiHoleBlocklist/master/AmazonFireTV.txt,1,1597965813,1616537906,"Tracking &amp;amp;amp;amp; Telemetry",1619108129,16,0,2
34,https://raw.githubusercontent.com/DandelionSprout/adfilt/master/Alternate%20versions%20Anti-Malware%20List/AntiMalwareHosts.txt,1,1597966027,1616537906,Malicious,1619108130,326,0,2
